concept_id,concept_en,gloss_en,source,centrality_score
i80581,matrix,(mathematics) a rectangular array of quantities or expressions set out by rows and columns; treated as a single element and manipulated according to rules,OMW (oewn:2024 via wn),7
i80614,crew,"the men and women who man a vehicle (ship, aircraft, etc.)",OMW (oewn:2024 via wn),7
i80640,academy,a school for special training,OMW (oewn:2024 via wn),7
i80786,varna,(Hinduism) the name for the original social division of Vedic people into four groups (which are subdivided into thousands of jatis),OMW (oewn:2024 via wn),7
i80796,conference,a prearranged meeting for consultation or exchange of information or discussion (especially one with a formal agenda),OMW (oewn:2024 via wn),7
i80801,council,a meeting of people for consultation,OMW (oewn:2024 via wn),7
i80808,meeting,a small informal social gathering,OMW (oewn:2024 via wn),7
i81021,executive branch,the branch of the United States government that is responsible for carrying out the laws,OMW (oewn:2024 via wn),7
i81226,military personnel,soldiers collectively,OMW (oewn:2024 via wn),7
i81328,jury,a body of citizens sworn to give a true verdict according to the evidence presented in a court of law,OMW (oewn:2024 via wn),7
i81363,nondepository financial institution,a financial institution that funds their investment activities from the sale of securities or insurance,OMW (oewn:2024 via wn),7
i81484,civil law,the body of laws established by a state or nation for its own regulation,OMW (oewn:2024 via wn),7
i81724,outer space,any location outside the Earth's atmosphere,OMW (oewn:2024 via wn),7
i85385,fault,(geology) a crack in the earth's crust resulting from the displacement of one side with respect to the other,OMW (oewn:2024 via wn),7
i85410,foam,a mass of small bubbles formed in or on a liquid,OMW (oewn:2024 via wn),7
i86481,giant,an imaginary figure of superhuman size and strength; appears in folklore and fairy tales,OMW (oewn:2024 via wn),7
i97649,blood pressure,the pressure of the circulating blood against the walls of the blood vessels; results from the systole of the left ventricle of the heart; sometimes measured for a quick evaluation of a person's health,OMW (oewn:2024 via wn),7
i106418,allowance,an amount added or deducted on the basis of qualifying circumstances,OMW (oewn:2024 via wn),7
i106457,regular payment,a payment made at regular times,OMW (oewn:2024 via wn),7
i106689,interest rate,the percentage of a sum of money charged for its use,OMW (oewn:2024 via wn),7
i106887,account,a statement of recent transactions and the resulting balance,OMW (oewn:2024 via wn),7
i107022,credit,money available for a client to borrow,OMW (oewn:2024 via wn),7
i107146,note,a promise to pay a specified amount on demand or at a certain time,OMW (oewn:2024 via wn),7
i107207,balance,the difference between the totals of the credit and debit sides of an account,OMW (oewn:2024 via wn),7
i108234,liquid unit,a unit of capacity for liquids (for measuring the volumes of liquids or their containers),OMW (oewn:2024 via wn),7
i108434,astronomy unit,a linear unit used for astronomical distances,OMW (oewn:2024 via wn),7
i109027,fraction,the quotient of two rational numbers,OMW (oewn:2024 via wn),7
i109422,conjunction,the grammatical relation between linguistic units (words or phrases or clauses) that are connected by a conjunction,OMW (oewn:2024 via wn),7
i109720,temperature scale,a system of measuring temperature,OMW (oewn:2024 via wn),7
i109776,figure,a combination of points and lines and planes that form a visible palpable shape,OMW (oewn:2024 via wn),7
i109845,loop,anything with a round or oval shape (formed by a curve that is closed and does not intersect itself),OMW (oewn:2024 via wn),7
i109920,angular distance,the angular separation between two objects as perceived by an observer,OMW (oewn:2024 via wn),7
i110165,crisis,an unstable situation of extreme danger or difficulty,OMW (oewn:2024 via wn),7
i110237,high status,a position of superior status,OMW (oewn:2024 via wn),7
i110259,legal status,a status defined by law,OMW (oewn:2024 via wn),7
i110270,actuality,the state of actually existing objectively,OMW (oewn:2024 via wn),7
i110315,marital status,the condition of being married or unmarried,OMW (oewn:2024 via wn),7
i110342,order,established customary state (especially of society),OMW (oewn:2024 via wn),7
i110434,emotional state,the state of a person's emotions (especially with regard to pleasure or dejection),OMW (oewn:2024 via wn),7
i110456,guilt,the state of having committed an offense,OMW (oewn:2024 via wn),7
i110476,independence,freedom from control or influence of another or others,OMW (oewn:2024 via wn),7
i110590,fatigue,temporary loss of strength and energy resulting from hard physical or mental work,OMW (oewn:2024 via wn),7
i110630,anesthesia,loss of bodily sensation with or without loss of consciousness,OMW (oewn:2024 via wn),7
i110653,regional anesthesia,loss of sensation in a region of the body produced by application of an anesthetic agent to all the nerves supplying that region (as when an epidural anesthetic is administered to the pelvic region during childbirth),OMW (oewn:2024 via wn),7
i110839,drug addiction,an addiction to a drug (especially a narcotic drug),OMW (oewn:2024 via wn),7
i110855,shock,(pathology) bodily collapse or near collapse caused by inadequate oxygen delivery to the cells; characterized by reduced cardiac output and rapid heartbeat and circulatory insufficiency and pallor,OMW (oewn:2024 via wn),7
i110944,metabolic disorder,a disorder or defect of metabolism,OMW (oewn:2024 via wn),7
i111102,kidney disease,a disease affecting the kidneys,OMW (oewn:2024 via wn),7
i111196,venereal disease,a communicable infection transmitted by sexual intercourse or genital contact,OMW (oewn:2024 via wn),7
i111229,rickettsial disease,infectious disease caused by ticks or mites or body lice infected with rickettsial bacteria,OMW (oewn:2024 via wn),7
i111262,pneumonia,respiratory disease characterized by inflammation of the lung parenchyma (excluding the bronchi) with congestion caused by viruses or bacteria or irritants,OMW (oewn:2024 via wn),7
i111320,muscular dystrophy,any of several hereditary diseases of the muscular system characterized by weakness and wasting of skeletal muscles,OMW (oewn:2024 via wn),7
i111328,autosomal recessive disease,a disease caused by the presence of two recessive mutant genes on an autosome,OMW (oewn:2024 via wn),7
i111398,hemorrhagic fever,a group of illnesses caused by a viral infection (usually restricted to a specific geographic area); fever and gastrointestinal symptoms are followed by capillary hemorrhage,OMW (oewn:2024 via wn),7
i111464,blood poisoning,invasion of the bloodstream by virulent microorganisms from a focus of infection,OMW (oewn:2024 via wn),7
i111683,keratosis,a skin condition marked by an overgrowth of layers of horny skin,OMW (oewn:2024 via wn),7
i111766,leukemia,malignant neoplasm of blood-forming tissues; characterized by abnormal proliferation of leukocytes; one of the four major types of cancer,OMW (oewn:2024 via wn),7
i112049,burn,an injury caused by exposure to heat or chemicals or radiation,OMW (oewn:2024 via wn),7
i112105,wound,an injury to living tissue (especially an injury involving a cut or break in the skin),OMW (oewn:2024 via wn),7
i112493,dysplasia,abnormal development (of organs or cells) or an abnormal structure resulting from such growth,OMW (oewn:2024 via wn),7
i112540,anxiety,"(psychiatry) a relatively permanent state of worry and nervousness occurring in a variety of mental disorders, usually accompanied by compulsive behavior or attacks of panic",OMW (oewn:2024 via wn),7
i112610,social phobia,any phobia (other than agoraphobia) associated with situations in which you are subject to criticism by others (as fear of eating in public or public speaking etc.),OMW (oewn:2024 via wn),7
i112754,separation,the state of lacking unity,OMW (oewn:2024 via wn),7
i112776,union,the state of being joined or united or linked,OMW (oewn:2024 via wn),7
i112806,maturity,state of being mature; full development,OMW (oewn:2024 via wn),7
i112813,immaturity,not having reached maturity,OMW (oewn:2024 via wn),7
i112920,comfort,a state of being relaxed and feeling no pain,OMW (oewn:2024 via wn),7
i112941,lack,the state of needing something that is absent or unavailable,OMW (oewn:2024 via wn),7
i112953,fullness,the condition of being filled to capacity,OMW (oewn:2024 via wn),7
i113103,possibility,capability of existing or happening or being true,OMW (oewn:2024 via wn),7
i113352,exemption,immunity from an obligation or duty,OMW (oewn:2024 via wn),7
i113368,sensitivity,susceptibility to a pathogen,OMW (oewn:2024 via wn),7
i113436,tonicity,"the elastic tension of living muscles, arteries, etc. that facilitate response to stimuli",OMW (oewn:2024 via wn),7
i113457,abasia,inability to walk,OMW (oewn:2024 via wn),7
i113791,acid-base indicator,an indicator that changes color on going from acidic to basic solutions,OMW (oewn:2024 via wn),7
i113821,hydroxy acid,any acid that has hydroxyl groups in addition to the hydroxyl group in the acid itself,OMW (oewn:2024 via wn),7
i113852,base,any of various water-soluble compounds capable of turning litmus blue and reacting with an acid to form a salt and water,OMW (oewn:2024 via wn),7
i113959,lead,a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes readily to dull grey,OMW (oewn:2024 via wn),7
i113962,magnesium,a light silver-white ductile bivalent metallic element; in pure form it burns with brilliant white flame; occurs naturally only in combination (as in magnesite and dolomite and carnallite and spinel and olivine),OMW (oewn:2024 via wn),7
i113978,oxygen,a nonmetallic bivalent element that is normally a colorless odorless tasteless nonflammable diatomic gas; constitutes 21 percent of the atmosphere by volume; the most abundant element in the earth's crust,OMW (oewn:2024 via wn),7
i114004,silicon,a tetravalent nonmetallic element; next to oxygen it is the most abundant element in the earth's crust; occurs in clay and feldspar and granite and quartz and sand; used as a semiconductor in transistors,OMW (oewn:2024 via wn),7
i114109,gypsum,a common white or colorless mineral (hydrated calcium sulphate) used to make cements and plasters (especially plaster of Paris),OMW (oewn:2024 via wn),7
i114229,sedimentary rock,rock formed from consolidated clay sediments,OMW (oewn:2024 via wn),7
i114293,ethyl alcohol,the intoxicating agent in fermented and distilled liquors; used pure or denatured as a solvent or in medicines and colognes and cleaning solutions and rocket fuel; proposed as a renewable clean-burning additive to gasoline,OMW (oewn:2024 via wn),7
i114486,steroid hormone,any hormone affecting the development and growth of sex organs,OMW (oewn:2024 via wn),7
i114494,progestin,any of a group of steroid hormones that have the effect of progesterone,OMW (oewn:2024 via wn),7
i114505,estrogen,a general term for female steroid sex hormones that are secreted by the ovary and responsible for typical female sexual characteristics,OMW (oewn:2024 via wn),7
i114507,estradiol,the most powerful female hormone that occurs naturally; synthesized and used to treat estrogen deficiency and breast cancer,OMW (oewn:2024 via wn),7
